Genotype_AD,Genotype_FTD,Lab,Tissue,CE 14:0,CE 14:1,CE 15:0,CE 16:0,CE 16:1,CE 17:0,CE 18:0,CE 18:1,CE 18:2,CE 18:3,CE 20:0,CE 20:1,CE 20:2,CE 20:3,CE 20:4,CE 20:5,CE 22:0,CE 22:1,CE 22:2,CE 22:4,CE 22:5,CE 22:6,CE 24:0,CE 24:1,Cer d18:0/16:0,Cer d18:0/18:0,Cer d18:0/24:0,Cer d18:0/24:1,Cer d18:1/14:0,Cer d18:1/16:0,Cer d18:1/18:0,Cer d18:1/20:0,Cer d18:1/22:0,Cer d18:1/22:1,Cer d18:1/24:0,Cer d18:1/24:1,DG 12:0_18:1,DG 14:0_14:0,DG 14:0_16:0,DG 14:0_16:1,DG 14:0_18:1,DG 14:0_18:2,DG 14:1_16:0,DG 14:1_18:1,DG 15:0_18:1,DG 16:0_16:0,DG 16:0_16:1,DG 16:0_18:0,DG 16:0_18:1,DG 16:0_18:2,DG 16:0_20:3,DG 16:0_20:4,DG 16:0_22:5,DG 16:0_22:6,DG 16:1_16:1,DG 16:1_18:0,DG 16:1_18:1,DG 16:1_20:2,DG 18:0_18:1,DG 18:0_18:2,DG 18:0_22:6,DG 18:1_18:1,DG 18:1_18:2,DG 18:1_20:1,DG 18:1_20:2,DG 18:1_20:3,DG 18:1_20:4,DG 18:1_22:4,DG 18:1_22:5,DG 18:1_22:6,DG 20:0_20:0,FA 12:0,FA 14:0,FA 14:1,FA 15:0,FA 16:1,FA 18:1,FA 18:2,FA 18:3,FA 18:4,FA 20:0,FA 20:1,FA 20:2,FA 20:3,FA 20:4,FA 20:5,FA 22:0,FA 22:1,FA 22:2,FA 22:4,FA 22:5,FA 22:6,FA 24:0,FA 24:1,HexCER d18:1/16:0,HexCER d18:1/18:0,HexCER d18:1/20:0,HexCER d18:1/22:0,HexCER d18:1/24:0,HexCER d18:1/24:1,LPC 16:0,LPC 18:0,LPC 18:1,LPE 16:0,LPE 18:0,LPE 18:1,LPE 20:4,PA 30:0,PA 32:0,PA 32:1,PA 34:0,PA 34:1,PA 34:2,PA 36:0,PA 36:1,PA 36:2,PA 38:2,PA 38:4,PC 14:0_16:0,PC 14:0_18:0,PC 14:0_18:1,PC 15:0_18:1,PC 16:0_16:0,PC 16:0_16:1,PC 16:0_18:0,PC 16:0_18:1,PC 16:0_18:2,PC 16:0_20:1,PC 16:0_20:2,PC 16:0_20:3,PC 16:0_20:4,PC 16:0_22:5,PC 16:1_18:0,PC 16:1_18:1,PC 17:0_18:1,PC 18:0_18:0,PC 18:0_18:1,PC 18:0_18:2,PC 18:0_20:3,PC 18:0_20:4,PC 18:0_22:5,PC 18:1_18:1,PC 18:1_18:2,PC 18:1_20:4,PE 14:0_18:1,PE 16:0_16:0,PE 16:0_16:1,PE 16:0_18:0,PE 16:0_18:1,PE 16:0_18:2,PE 16:0_20:4,PE 16:1_18:0,PE 16:1_18:1,PE 18:0_18:0,PE 18:0_18:1,PE 18:0_18:2,PE 18:0_20:2,PE 18:0_20:4,PE 18:0_22:4,PE 18:1_18:1,PE 18:1_18:2,PE 18:1_20:1,PE 18:1_20:2,PE 18:1_20:4,PE 18:1_22:0,PE 18:1_22:4,PE P-16:0/16:0,PE P-16:0/16:1,PE P-16:0/18:0,PE P-16:0/18:1,PE P-16:0/18:2,PE P-16:0/20:1,PE P-16:0/20:2,PE P-16:0/20:4,PE P-16:0/22:4,PE P-18:0/16:0,PE P-18:0/16:1,PE P-18:0/18:1,PE P-18:0/18:2,PE P-18:0/20:2,PE P-18:0/20:4,PE P-18:0/22:4,PE P-18:1/16:0,PE P-18:1/16:1,PE P-18:1/18:1,PE P-18:1/18:2,PE P-18:1/20:2,PE P-18:1/20:4,PG 16:0_18:1,PG 16:1_18:1,PG 18:0_18:1,PG 18:1_18:1,PI 15:0_22:2,PI 16:0_16:0,PI 16:0_18:0,PI 16:0_18:1,PI 16:1_18:0,PI 16:1_18:1,PI 18:0_18:0,PI 18:0_18:1,PI 18:0_18:2,PI 18:0_20:1,PI 18:0_20:2,PI 18:0_20:3,PI 18:0_20:4,PI 18:0_22:5,PI 18:1_18:1,PI 18:1_18:2,PI 18:1_20:1,PI 18:1_20:2,PS 17:0_18:1,PS 18:0_18:0,PS 18:0_18:1,PS 18:1_18:1,SM d18:1/14:0,SM d18:1/16:0,SM d18:1/18:0,SM d18:1/18:1,SM d18:1/20:0,SM d18:1/20:1,SM d18:1/22:0,SM d18:1/22:1,SM d18:1/24:0,SM d18:1/24:1,SM d18:1/26:0,SM d18:1/26:1,TG 44:0-FA14:0,TG 44:0-FA16:0,TG 44:1-FA16:1,TG 45:0-FA14:0,TG 45:0-FA16:0,TG 45:1-FA16:0,TG 46:0-FA14:0,TG 46:0-FA16:0,TG 46:1-FA12:0,TG 46:1-FA14:0,TG 46:1-FA16:0,TG 46:1-FA16:1,TG 46:1-FA18:1,TG 46:2-FA14:0,TG 46:2-FA14:1,TG 46:2-FA16:1,TG 46:2-FA18:1,TG 47:0-FA14:0,TG 47:0-FA15:0,TG 47:0-FA16:0,TG 47:1-FA14:0,TG 47:1-FA15:0,TG 47:1-FA16:0,TG 47:1-FA16:1,TG 47:1-FA18:1,TG 47:2-FA16:1,TG 48:0-FA14:0,TG 48:0-FA16:0,TG 48:0-FA18:0,TG 48:1-FA14:0,TG 48:1-FA16:0,TG 48:1-FA16:1,TG 48:1-FA18:0,TG 48:1-FA18:1,TG 48:2-FA14:0,TG 48:2-FA14:1,TG 48:2-FA16:0,TG 48:2-FA16:1,TG 48:2-FA18:1,TG 48:2-FA18:2,TG 48:3-FA14:1,TG 48:3-FA16:1,TG 48:3-FA18:1,TG 48:3-FA18:2,TG 49:0-FA15:0,TG 49:0-FA16:0,TG 49:0-FA17:0,TG 49:0-FA18:0,TG 49:1-FA14:0,TG 49:1-FA15:0,TG 49:1-FA16:0,TG 49:1-FA16:1,TG 49:1-FA17:0,TG 49:1-FA18:1,TG 49:2-FA14:0,TG 49:2-FA15:0,TG 49:2-FA16:0,TG 49:2-FA16:1,TG 49:2-FA18:1,TG 49:2-FA18:2,TG 49:3-FA16:0,TG 49:3-FA16:1,TG 50:0-FA14:0,TG 50:0-FA16:0,TG 50:0-FA18:0,TG 50:1-FA14:0,TG 50:1-FA16:0,TG 50:1-FA16:1,TG 50:1-FA18:0,TG 50:1-FA18:1,TG 50:1-FA20:1,TG 50:2-FA14:0,TG 50:2-FA14:1,TG 50:2-FA16:0,TG 50:2-FA16:1,TG 50:2-FA18:0,TG 50:2-FA18:1,TG 50:2-FA18:2,TG 50:3-FA14:0,TG 50:3-FA14:1,TG 50:3-FA16:0,TG 50:3-FA16:1,TG 50:3-FA18:1,TG 50:3-FA18:2,TG 50:4-FA16:1,TG 50:4-FA18:1,TG 50:4-FA18:2,TG 51:0-FA16:0,TG 51:0-FA17:0,TG 51:0-FA18:0,TG 51:1-FA15:0,TG 51:1-FA16:0,TG 51:1-FA17:0,TG 51:1-FA18:0,TG 51:1-FA18:1,TG 51:2-FA15:0,TG 51:2-FA16:0,TG 51:2-FA16:1,TG 51:2-FA17:0,TG 51:2-FA18:1,TG 51:2-FA18:2,TG 51:3-FA15:0,TG 51:3-FA16:1,TG 51:3-FA18:2,TG 51:4-FA15:0,TG 51:4-FA16:1,TG 52:0-FA16:0,TG 52:0-FA18:0,TG 52:0-FA20:0,TG 52:1-FA16:0,TG 52:1-FA16:1,TG 52:1-FA18:0,TG 52:1-FA18:1,TG 52:1-FA20:0,TG 52:1-FA20:1,TG 52:2-FA14:0,TG 52:2-FA16:0,TG 52:2-FA16:1,TG 52:2-FA18:0,TG 52:2-FA18:1,TG 52:2-FA18:2,TG 52:2-FA20:1,TG 52:2-FA20:2,TG 52:3-FA14:0,TG 52:3-FA16:0,TG 52:3-FA16:1,TG 52:3-FA18:0,TG 52:3-FA18:1,TG 52:3-FA18:2,TG 52:3-FA20:2,TG 52:3-FA20:3,TG 52:4-FA16:0,TG 52:4-FA16:1,TG 52:4-FA18:1,TG 52:4-FA18:2,TG 52:4-FA18:3,TG 52:4-FA20:3,TG 52:4-FA20:4,TG 52:5-FA16:1,TG 52:5-FA18:1,TG 52:5-FA18:2,TG 52:5-FA18:3,TG 52:5-FA20:4,TG 52:6-FA20:5,TG 52:7-FA16:0,TG 52:7-FA18:1,TG 52:8-FA16:1,TG 53:0-FA16:0,TG 53:1-FA16:0,TG 53:1-FA17:0,TG 53:1-FA18:0,TG 53:1-FA18:1,TG 53:2-FA16:0,TG 53:2-FA17:0,TG 53:2-FA18:1,TG 53:3-FA16:0,TG 53:3-FA17:0,TG 53:3-FA18:2,TG 53:4-FA16:0,TG 53:4-FA20:4,TG 53:5-FA20:4,TG 54:0-FA16:0,TG 54:0-FA18:0,TG 54:1-FA16:0,TG 54:1-FA18:0,TG 54:1-FA18:1,TG 54:1-FA20:0,TG 54:1-FA20:1,TG 54:2-FA16:0,TG 54:2-FA18:0,TG 54:2-FA18:1,TG 54:2-FA18:2,TG 54:2-FA20:0,TG 54:2-FA20:1,TG 54:2-FA20:2,TG 54:3-FA16:0,TG 54:3-FA16:1,TG 54:3-FA18:0,TG 54:3-FA18:1,TG 54:3-FA18:2,TG 54:3-FA20:1,TG 54:3-FA20:2,TG 54:3-FA20:3,TG 54:4-FA16:0,TG 54:4-FA16:1,TG 54:4-FA18:0,TG 54:4-FA18:1,TG 54:4-FA18:2,TG 54:4-FA18:3,TG 54:4-FA20:2,TG 54:4-FA20:3,TG 54:4-FA20:4,TG 54:4-FA22:4,TG 54:5-FA16:0,TG 54:5-FA16:1,TG 54:5-FA18:0,TG 54:5-FA18:1,TG 54:5-FA18:2,TG 54:5-FA18:3,TG 54:5-FA20:3,TG 54:5-FA20:4,TG 54:5-FA22:5,TG 54:6-FA16:0,TG 54:6-FA16:1,TG 54:6-FA18:1,TG 54:6-FA20:4,TG 54:6-FA20:5,TG 54:6-FA22:5,TG 54:6-FA22:6,TG 54:7-FA20:5,TG 54:7-FA22:6,TG 55:1-FA16:0,TG 55:1-FA18:1,TG 55:2-FA18:1,TG 55:3-FA18:1,TG 55:4-FA18:1,TG 55:5-FA20:4,TG 55:7-FA15:0,TG 55:7-FA22:6,TG 56:1-FA16:0,TG 56:1-FA18:1,TG 56:2-FA16:0,TG 56:2-FA18:0,TG 56:2-FA20:0,TG 56:2-FA20:1,TG 56:3-FA16:0,TG 56:3-FA18:0,TG 56:3-FA18:1,TG 56:3-FA20:1,TG 56:3-FA20:2,TG 56:4-FA16:0,TG 56:4-FA18:0,TG 56:4-FA18:1,TG 56:4-FA18:2,TG 56:4-FA20:1,TG 56:4-FA20:2,TG 56:4-FA20:3,TG 56:4-FA20:4,TG 56:5-FA16:0,TG 56:5-FA18:0,TG 56:5-FA18:1,TG 56:5-FA18:2,TG 56:5-FA20:2,TG 56:5-FA20:3,TG 56:5-FA20:4,TG 56:5-FA22:4,TG 56:5-FA22:5,TG 56:6-FA16:0,TG 56:6-FA18:0,TG 56:6-FA18:1,TG 56:6-FA18:2,TG 56:6-FA20:3,TG 56:6-FA20:4,TG 56:6-FA20:5,TG 56:6-FA22:4,TG 56:6-FA22:5,TG 56:6-FA22:6,TG 56:7-FA16:0,TG 56:7-FA16:1,TG 56:7-FA18:1,TG 56:7-FA20:3,TG 56:7-FA20:4,TG 56:7-FA20:5,TG 56:7-FA22:5,TG 56:7-FA22:6,TG 56:8-FA16:0,TG 56:8-FA16:1,TG 56:8-FA18:1,TG 56:8-FA20:5,TG 56:8-FA22:6,TG 57:2-FA18:1,TG 58:10-FA22:6,TG 58:2-FA18:1,TG 58:3-FA18:1,TG 58:5-FA18:1,TG 58:6-FA18:0,TG 58:6-FA18:1,TG 58:6-FA22:4,TG 58:6-FA22:5,TG 58:7-FA16:0,TG 58:7-FA18:1,TG 58:7-FA22:5,TG 58:7-FA22:6,TG 58:8-FA18:1,TG 58:8-FA22:5,TG 58:8-FA22:6,TG 58:9-FA18:1,TG 58:9-FA22:5,TG 58:9-FA22:6
WT,WT,VDK,iNeuron-II ,0.089366396,NA,NA,0.136928618,0.149398676,NA,0.070327817,0.397168616,0.071133434,NA,NA,0.080711869,0.084776559,0.071050156,0.093043297,NA,NA,0.091443404,NA,NA,NA,NA,NA,NA,0.357972634,0.867422262,NA,0.31307669,0.094509528,3.183986325,13.09239007,0.907997138,0.56079269,0.188798498,0.201167815,1.900667269,NA,0.246249367,0.218894889,NA,0.146848175,NA,NA,NA,NA,0.889518528,0.44133378,0.748587309,1.175851474,0.23389801,NA,NA,0.191104042,0.169911796,0.074717376,0.162801914,0.163531892,NA,0.55170071,0.298798967,0.107524796,0.286662937,0.226044048,NA,0.133835974,0.315520501,0.342751182,0.076470244,NA,0.03798431,0.153218569,1.843744892,5.475216669,0.964659694,4.68685149,4.177880503,11.39273653,2.281179912,1.607095396,0.294257982,1.808905661,1.250702806,1.486041408,3.798173289,6.398411683,0.805880765,1.376289301,1.958550094,0.639584765,2.148569564,1.59250315,1.745096368,0.83269435,1.748055532,0.483884302,5.474173113,0.612848445,0.362681393,0.099428091,0.480923951,3.197780255,2.021658547,5.453889418,0.298942754,2.220168614,0.693561551,NA,NA,0.431610081,NA,0.427438759,0.737134048,0.183255691,NA,0.308050447,0.29655775,NA,NA,24.54811201,4.64409688,11.15113842,NA,266.6239072,44.89913129,20.85051895,250.4435622,19.25699052,4.41540261,NA,NA,26.41147931,NA,5.70459172,13.96544211,NA,4.654154853,41.82069517,8.595276521,NA,NA,NA,17.57965499,4.44952656,NA,NA,NA,NA,NA,40.83079961,NA,NA,2.943669817,3.322531908,0.800162979,63.64704142,15.72061356,2.636915086,160.0585736,NA,13.01984805,3.215413897,NA,1.479513094,14.78667456,NA,NA,6.080159274,1.853766802,NA,4.825247729,1.458820666,NA,NA,30.48333117,36.0885858,7.408138094,2.499882769,2.376613302,NA,NA,22.86206341,17.49355175,16.76799708,2.402506829,2.569017483,NA,NA,13.58246341,3.959672646,1.600359928,0.436485751,0.268912101,NA,NA,16.25170992,NA,NA,NA,8.5917218,NA,NA,NA,NA,9.58912265,115.7731539,NA,NA,NA,NA,NA,NA,NA,14.99724414,2.378946082,0.178799175,5.427857127,23.64456642,1.211416,2.279114927,0.195734003,2.029758312,0.240956107,0.403726208,2.287769555,NA,0.467638641,NA,0.031147978,0.028738047,NA,NA,0.031143333,0.052133615,0.081510486,NA,0.046236093,0.061701797,0.05064371,NA,NA,NA,0.058800818,0.047081413,NA,0.03222244,0.071894348,NA,0.043177383,0.06257412,0.12766406,NA,0.072741904,NA,0.230117388,0.040562674,0.084361164,0.236574229,0.152829544,NA,0.091991796,0.059711823,NA,0.059680691,0.200006553,0.074243342,0.015972616,NA,0.083232458,NA,0.011368227,NA,NA,0.074074213,NA,NA,NA,0.096320268,0.066613314,NA,0.041297444,NA,NA,0.064774767,0.103902806,0.042049869,NA,NA,NA,NA,0.226817817,0.152606578,0.039808809,0.575392347,0.090885708,0.090014677,0.364973677,NA,0.078180958,NA,0.289445212,0.38294629,0.048466933,0.46130426,0.064106647,NA,NA,0.041949049,0.204143074,0.138428829,0.049580271,0.022396131,NA,NA,NA,NA,NA,NA,0.019138259,NA,NA,NA,NA,0.324122812,NA,NA,0.215316261,NA,NA,0.066192875,NA,NA,NA,0.072671221,0.188857689,NA,0.292316788,NA,0.345271674,0.284561851,NA,0.051752203,NA,0.603037717,0.111785803,0.180703747,1.512149211,0.04666572,0.056728222,0.072564279,NA,0.169982714,0.403675443,NA,0.643347765,0.162530525,0.053202459,0.085352174,0.080817054,0.079275065,0.088609145,0.123982356,0.035133019,0.064360052,0.063633322,0.026088506,0.024621988,0.036969628,0.027042453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259798114,0.032033308,NA,NA,NA,NA,NA,NA,0.063742164,0.031958667,0.117734672,0.208967703,NA,0.038124803,0.100329198,0.258051559,0.512181856,NA,NA,0.132984245,0.042666908,0.17162403,0.063413225,0.118271991,2.4280099,0.081649961,0.093907215,0.1652653,0.072578084,0.141329745,0.090009026,0.045042505,0.5718562,0.26316622,0.026537766,0.0745389,0.182731808,0.064140803,0.038435878,0.063012711,0.055686589,NA,0.254603775,0.116689996,0.077792611,0.108792919,0.192714043,0.073900647,0.043971827,NA,0.067405525,0.050197142,NA,0.02703192,0.078794378,NA,NA,NA,NA,NA,0.043867501,0.051949721,NA,0.099250427,NA,NA,0.055224898,NA,NA,NA,NA,0.057201718,0.046419294,0.358316344,0.144917554,0.041171699,0.069094875,0.071639611,0.232725328,0.049264875,0.047139634,0.108867649,0.061226035,NA,0.089464727,0.042302167,0.154328119,0.045376452,0.042693211,0.120031806,0.078418029,0.102014047,0.077600549,0.065256888,0.03330453,0.094700617,0.030176152,0.05975495,0.094082609,NA,0.033473472,0.129374652,0.088039351,0.048468939,NA,0.031069989,0.044918639,0.044164849,NA,0.044208259,0.182325408,NA,NA,NA,NA,0.067980216,NA,0.055619424,NA,0.06180801,0.097534938,NA,0.052407131,0.046096284,0.059010355,NA,0.04216513,0.056638993,0.062032936,NA,0.045410113,0.073060981,NA,0.047592592,0.060485196
WT,WT,VDK,iNeuron-II ,NA,NA,NA,0.140166623,0.129516911,NA,0.076164736,0.360348886,0.067172629,NA,NA,0.088949044,0.063677696,0.07601882,0.090860501,NA,NA,0.112524132,NA,0.050283477,NA,NA,NA,NA,0.371316299,0.821595409,NA,0.370371448,0.086560691,3.049086876,12.22520359,0.772367721,0.53841844,0.182843076,0.170848104,1.732497251,NA,0.253087531,0.307415382,NA,NA,NA,NA,NA,NA,0.9140971,0.239408126,0.851415581,1.093263974,0.299946758,NA,NA,0.209540782,0.172158916,NA,NA,0.18098439,NA,0.336922173,0.289234482,0.095738217,0.231702713,0.28589162,NA,0.210146744,0.431046047,0.394859135,0.068738477,0.061346987,0.035965281,0.173791187,1.687513335,5.179264806,1.123382945,4.128588875,3.579898606,10.56417438,2.031044919,1.691359312,0.291758015,1.824759007,1.266071587,1.422384747,3.97738807,7.237905411,0.752306991,1.288204539,2.149290502,0.590044631,2.403341868,1.704544894,1.876273616,0.684743223,1.790498104,0.479214622,5.958435612,0.589759939,0.391863547,NA,0.498961434,2.775233783,2.443482213,3.546183718,0.432289582,2.961005994,0.72353091,NA,NA,0.44915133,NA,0.431080409,0.748360259,0.176452351,NA,0.358805336,0.299758306,NA,NA,33.93624555,6.432172237,14.49872515,NA,333.2099566,61.6389502,26.8577318,286.9488564,18.58286319,5.3453998,NA,NA,20.02036477,NA,9.351034769,17.12834832,NA,7.088133806,50.81686508,8.333801467,NA,NA,NA,20.30925793,6.365143796,NA,NA,NA,NA,NA,26.26509327,NA,NA,2.063451923,1.858193523,0.820213469,40.28980997,17.85801875,2.922156111,NA,NA,8.429511855,4.505010088,NA,1.328531712,NA,NA,NA,4.235882833,1.287247125,NA,3.604666214,1.556955905,NA,1.282064202,NA,NA,5.591011463,2.012804038,1.812858355,NA,NA,NA,NA,12.48855134,1.750669531,2.031295058,NA,NA,NA,4.147288207,1.213038885,0.497445958,0.238163505,NA,NA,16.74137116,NA,NA,NA,NA,NA,1.64487423,NA,NA,8.115927075,NA,NA,NA,NA,NA,NA,NA,0.278630288,16.77491082,2.657597284,0.204044591,5.586466684,24.5241696,1.508909256,2.262820158,0.208249704,2.212840554,0.356945307,0.576039453,2.436735795,0.141217974,0.442833481,NA,NA,NA,NA,NA,NA,0.029966773,0.057339089,NA,0.040485663,NA,0.038457772,0.036245653,NA,NA,0.051767337,NA,NA,NA,0.051208374,NA,NA,0.028444348,0.101375668,NA,0.046487035,NA,0.182699706,NA,0.076590525,0.157764333,0.089218339,NA,0.102620443,0.040953169,0.022750746,0.043953165,0.1351936,0.063706701,0.017002221,NA,0.075152592,0.030140382,NA,NA,NA,NA,NA,NA,0.024475735,0.06491306,0.033968603,NA,0.037778801,NA,NA,NA,0.060902008,NA,NA,NA,0.036995267,NA,0.174600912,0.127562195,0.033311881,0.494075577,0.04541236,0.068709796,0.330598966,NA,0.065241992,NA,0.278031918,0.298084587,NA,0.409532681,0.056685579,0.016433452,NA,0.035495608,0.183010736,0.122744918,0.045339505,0.013177796,NA,NA,NA,NA,NA,NA,0.024766374,0.039245783,NA,NA,NA,0.289459526,0.041170609,NA,0.240368746,NA,NA,0.048017655,NA,NA,0.031553761,0.045277436,0.119451128,NA,0.2196578,NA,0.276392566,0.29184498,NA,NA,NA,0.554574116,0.125995043,0.142985739,1.443632336,0.05825927,0.058453568,0.056946771,NA,0.117911209,0.398056882,NA,0.691041788,0.149755372,0.070093052,0.082041331,0.055850111,0.073380461,0.081098773,0.076260834,0.037613799,0.051880588,0.069461227,0.025748552,0.024744054,0.024239619,0.023458788,0.041916388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208770747,0.031788951,NA,NA,NA,NA,NA,NA,NA,NA,0.097622119,0.271095354,NA,0.03292103,0.137315031,0.282461407,0.419194178,NA,NA,0.144166375,NA,0.173902375,0.066839307,0.07807278,1.857817889,0.074325862,0.091519613,0.192020033,0.064121134,0.139646224,0.102215966,0.044653301,0.445713449,0.200734176,NA,0.096857239,0.202201763,0.081844758,0.048251426,0.087692036,0.055391841,NA,0.170676805,0.086176176,0.050134642,0.094676956,0.203588434,0.081366993,0.037015664,0.038377136,0.046092415,0.062866666,0.050209276,NA,0.10056195,NA,0.036495829,NA,NA,NA,0.048958694,0.061792758,NA,0.109914827,NA,NA,0.049820682,0.023350511,0.030172439,NA,0.030302258,0.061960255,0.060975638,0.351065746,0.081693246,0.043517118,0.065080274,0.072176573,0.22373606,NA,0.040204239,0.105130034,0.060038867,NA,0.091218102,0.046032701,0.167860965,0.044684299,0.052129979,0.121366189,0.083069689,0.110708879,0.065788283,0.079361253,0.028636001,0.087864727,0.041476241,0.088876654,0.098641577,NA,0.030921836,0.152106043,0.085178965,0.047730965,NA,0.036373466,0.040325724,0.04326908,NA,0.067249182,0.194922319,NA,NA,NA,NA,0.074595275,NA,0.048886345,NA,0.051169847,0.083652541,NA,0.063383117,0.037902134,0.059811035,0.059362043,0.030395326,0.072116274,0.076733596,NA,0.082178756,0.065910925,NA,0.036763095,0.085024011
WT,WT,VDK,iNeuron-II ,0.048339213,NA,NA,0.138116585,0.139884618,NA,NA,0.283162098,0.052820554,NA,NA,0.063459784,0.047981954,0.049821565,0.051662145,NA,NA,NA,NA,0.030143158,NA,NA,NA,NA,0.171564855,0.489854605,NA,0.251123598,NA,1.795759185,7.60818052,0.476920311,0.323428968,0.117121274,0.109182866,0.933723886,NA,0.177301949,0.2264622,NA,NA,NA,NA,NA,NA,0.605929601,0.28690581,0.437989848,0.716345457,0.191133021,NA,NA,0.209530592,0.120216861,0.076185544,0.155325019,0.086355132,NA,0.302976362,0.1495264,0.074397445,0.193777575,0.165827064,NA,NA,0.14000714,0.247877537,NA,NA,0.044597759,0.18187722,1.785756807,5.5193866,1.121403015,4.979841224,4.216484849,8.975658065,1.888266396,1.571959245,0.254642516,1.72201787,1.089542028,1.301725193,3.387203586,6.974175833,0.924637349,1.414529169,2.401912915,0.592829392,1.556558567,1.261555252,1.399921188,0.875782597,2.051863004,0.268940152,3.690172893,0.38450289,0.21280228,0.095515973,0.255087226,2.230893929,1.506882585,3.335086356,0.296787463,1.646926785,0.559801342,NA,NA,0.313263901,NA,0.191976431,0.39146729,NA,NA,0.258131213,0.186168986,NA,NA,22.27885382,NA,8.850406793,NA,210.4300031,36.12740344,17.59418842,190.2393839,13.40113614,NA,NA,NA,14.7817653,NA,6.810497729,10.7238189,NA,6.293824212,36.83138429,7.527352791,NA,NA,NA,13.92655023,3.525086467,NA,NA,NA,NA,NA,18.54524671,NA,NA,1.47416421,1.249859985,0.391104744,25.43710376,9.866180486,1.285107105,130.2076373,NA,5.502457447,1.910950101,NA,NA,11.3786227,NA,NA,2.675900454,NA,NA,1.781848973,0.806449947,NA,NA,21.66429158,27.9425184,3.859086286,1.594414477,NA,NA,NA,14.95488359,12.74431517,8.533246428,NA,1.327879448,NA,NA,10.81463183,3.005210258,NA,NA,NA,NA,NA,8.189811132,NA,NA,NA,NA,NA,NA,NA,NA,5.042073614,74.76030133,NA,NA,NA,NA,NA,NA,NA,6.458923221,NA,0.130402973,3.94940358,17.19546781,1.040115807,1.474527904,0.140354649,1.467075712,0.207590915,0.265671582,1.580353096,NA,0.300785064,0.026581404,0.038231831,0.036674566,0.052390413,0.036057125,0.030423765,0.056744216,0.101525595,NA,0.050379382,0.055824311,0.06522177,0.030018101,NA,NA,0.073727217,NA,NA,0.048753505,0.086393357,NA,0.049217354,0.05365872,0.103271401,NA,0.08315892,NA,0.256537658,0.044436346,0.073957304,0.18717585,0.131161312,NA,0.097188051,0.040071079,NA,0.052860112,0.188605834,0.053996645,NA,NA,0.069081991,0.024012679,0.010087912,0.022298972,0.100696154,0.044970627,NA,NA,0.027316155,0.083760302,0.041131316,NA,0.059918488,NA,NA,0.053896082,0.080926472,0.043369739,NA,NA,0.048826323,NA,0.203864576,0.124345217,NA,0.395874429,0.0582368,0.07390634,0.282969829,NA,0.064213402,NA,0.210950637,0.268334708,NA,0.313792805,0.03880245,NA,NA,0.027998118,0.159419791,0.09620825,0.035393229,0.014437101,NA,NA,NA,NA,NA,NA,0.015719841,0.058094026,NA,0.024382928,0.019429625,0.317571885,0.044058431,0.025218867,0.235685592,NA,NA,0.037402427,NA,NA,NA,0.11984038,0.186193435,NA,0.18810963,NA,0.239591271,0.209567611,NA,0.034844876,NA,0.444154012,0.089227283,0.107736341,1.03162953,0.055027056,0.034976872,0.035302627,NA,0.075037418,0.251557886,0.022072632,0.462642259,0.094361865,0.046745831,0.041405564,0.037020061,0.041250716,0.044911923,0.04499695,0.020338044,0.036593461,0.060380182,NA,0.018251244,0.017322708,NA,0.026679667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186075896,NA,NA,NA,NA,NA,NA,NA,0.08497702,NA,0.107328423,0.249098859,NA,NA,0.076860182,0.127841214,0.296767771,NA,NA,0.106920356,0.028266579,0.108600584,NA,0.061523252,1.146094264,0.048128733,0.056834317,0.107572907,0.029383935,0.093532996,0.058397558,NA,0.220066143,0.110117734,NA,0.060272651,0.132493678,0.034135522,0.03572087,0.057932541,0.037607435,NA,0.084322344,0.043703928,0.023081663,0.066058941,0.156604886,0.059546841,0.03273947,NA,0.020707539,0.041969842,0.039183702,0.026666599,0.06376096,NA,0.029755845,NA,NA,NA,NA,NA,NA,0.078475631,NA,NA,NA,NA,NA,NA,NA,NA,0.038404584,0.217168223,0.061339724,0.030249755,0.042544014,0.050015594,0.151055485,NA,0.032627578,0.065769319,0.055690727,NA,0.062949306,0.032979442,0.092923418,0.031163766,0.052526504,0.08245672,0.04998648,0.086945065,0.050274324,0.060416619,0.02549385,0.046951766,0.027637242,0.044996189,0.058085519,NA,NA,0.106317767,0.055590989,0.050649729,NA,0.033735016,NA,0.029883727,NA,0.036158946,0.145116666,NA,NA,NA,NA,0.054575962,NA,0.040292438,NA,0.042110049,0.059910888,0.024482487,NA,0.037700081,0.031001077,0.04720516,NA,0.050148188,0.042545394,NA,0.034193271,0.046537472,NA,0.028815008,0.04749504
